C1,L1,C2,L2,C3,L3,Cost,,
20.17556822,39.65743667,22.22624898,20.73289585,10,35.72713786,527.0725953,,
27.19400156,39.96102732,22.65848589,16.63630706,10,26.85382181,725.736294,,
25.79647732,32.5614478,17.99139661,10,10.25971401,29.769324,824.6627077,,
28.54250145,28.68627375,11.39149463,17.46793401,10,30.99442083,719.2588559,,
31.70580971,33.8688466,18.43972194,10.08652431,18.70272326,39.36478621,868.5530376,,
32.67268169,34.72641963,26.14463341,10,11.38565868,43.95726877,778.957982,,
30.2897718,38.72833019,18.80452758,11.38124645,10.00147468,39.67134017,843.4219989,,
22.39766788,43.82895297,27.42694765,19.22325742,10,32.35237122,643.0784189,,
16.00691867,36.41257101,35.65817398,20.86737108,10,34.57741487,766.9253343,,
17.18642652,44.43394345,37.37269026,12.81356001,13.57149541,25.99836719,701.4066553,,
25.87107921,53.00446922,39.67927843,10.92355269,12.90008378,17.79709792,871.0316442,,
17.18894082,50.33100742,34.46105957,12.72771055,19.23885393,10,763.6357534,,
16.55538642,51.26225001,40.7984339,10.31179875,22.97298884,12.35820675,827.2381148,,
15.64508545,46.00088996,45.11062133,15.06348222,19.52951634,10,767.4317444,,
10,39.92910689,43.88392806,11.57392937,24.93211615,10.14634991,839.7250216,,
10.70797551,35.51535439,37.04433477,10,30.94956625,10,760.6324765,,
10,33.33498991,40.09885371,10,34.84023595,10,793.9993136,,
10,25.45940357,31.24777263,10,32.16449106,10,741.0273011,,
10,20.5776512,26.02120727,10,33.75913513,10,693.3759664,,
10,13.06428915,18.14333731,10,30.85156262,10,645.6844438,,
10,10,13.33284801,10,24.28154314,11.52715969,707.4651014,,
10,10,10,10,21.68194616,10,839.5694396,,
10,10,10,10,14.19493359,13.41098773,814.6517078,,
10,10,10,10,10,10,666.8817007,,
10,10,10,10,10,10,666.8817007,,
10,10,10,11.79409528,12.62643623,10,598.726171,,
10,10,10,12.32195723,10,10,515.2438668,,
15.02700686,17.61663139,13.18390226,10,16.03278589,16.92417622,844.1459131,,
10.29861569,22.1322912,13.03980756,10,17.27317238,12.36882508,833.1873165,,
10,23.83302307,10,17.16794074,23.31204367,10,600.2590308,,
10,31.96039104,10,11.0879088,17.87811351,14.32112241,906.5007246,,
10,23.57083392,14.90914202,10,17.76301509,10,748.9984098,,
17.50930548,22.63108176,10,10,11.89808291,10,810.9368889,,
17.01302332,18.60722053,14.71978021,10,10,10,609.6017624,,
23.68312567,17.8262412,10,18.08042502,10,13.66265726,413.1259333,,
31.94455796,15.99880928,13.01777911,19.3316015,10,10,350.5284972,,
23.15278429,17.75843388,10,13.75394517,10,13.90538001,671.5379906,,
17.1473859,15.5311774,10,15.59070688,18.4506278,21.49257684,766.4981998,,
15.2296043,11.57603008,10,19.61253124,12.18598264,21.34482199,303.5286319,,
11.4991762,14.08210808,18.16612482,11.40239835,19.38679117,19.82564455,518.2053382,,
12.30185837,15.0687018,11.08159757,11.71750641,15.65578479,18.59496444,805.903454,,
14.27888995,10,19.94927669,10,13.50199455,20.38475424,559.193533,,
10,15.5760293,19.7040906,12.23916709,21.6448732,14.07062501,627.7178978,,
14.86900222,19.51254439,27.16356921,10.36959338,30.44445211,10,664.517555,,
10.26712012,20.16586614,33.60872543,10,25.53499144,10,802.3262045,,
10,12.60486001,40.10454106,13.99537671,27.81920785,10,921.2650818,,
10,14.7611565,37.56998014,12.59840071,34.45173353,10,887.1296137,,
10,18.270621,30.07897699,10,40.68434936,17.62445593,594.8336193,,
10,26.33303982,37.70539844,10,46.25312167,21.60123527,597.0259556,,
10.83758414,21.89927965,31.56430978,16.39299691,52.10795695,17.59479821,626.3398087,,
10,21.84554482,26.94504964,17.44676173,58.66510183,21.96059763,541.8617491,,
18.2656498,14.0016343,23.84067595,20.65970802,56.74672371,24.31137896,388.8256622,,
10,12.6286512,22.25061041,22.56634021,50.98095655,28.79366887,677.3859533,,
14.83640587,14.28080398,17.44622046,27.45161271,55.55483103,36.8220011,460.0221391,,
17.16540015,22.46682543,13.97564423,31.88079917,49.67533606,40.62526619,465.427903,,
19.38582826,28.82138413,16.72931802,30.39568418,45.86499745,31.92302251,323.6738689,,
16.12314093,25.25350702,23.20501065,34.59373826,37.39572453,35.41401947,427.0543035,,
14.30003649,27.95532835,31.9683969,43.09839112,37.73872328,43.16187739,762.7035418,,
10,35.42671597,38.20799828,51.63680333,34.13065219,38.48553181,885.8163368,,
10,35.53378117,39.63494205,59.64094204,33.46282238,34.98801064,892.6339246,,
10,37.1369729,47.3433007,52.78901917,36.56848997,38.33377349,931.0249105,,
10,32.73414505,51.25412881,60.2240178,40.06145459,40.42591476,957.6323556,,
11.83951259,38.42252886,59.71587813,64.38479775,45.87511474,42.83868515,958.5135578,,
17.79546285,44.23906863,63.54806602,59.2570734,54.29619318,50.07325411,929.4057823,,
24.77118897,44.62651908,63.6467756,61.67212903,62.68099099,55.84459651,907.8530035,,
33.51718593,52.76648808,72.32371533,67.13406897,70.23338777,64.05262601,915.9328832,,
40.42708957,61.57432389,79.5253607,71.70175505,78.47477859,66.49458313,932.30264,,
48.22831917,70.21975839,88.46117437,79.10525274,87.08819932,74.1502471,952.1728963,,
54.8079195,73.54926813,95.41836751,87.17734253,95.26736182,80.72584772,966.6948134,,
57.13345802,81.64476931,100,95.57749975,100,87.89570141,985.3652265,,
63.18294871,89.40133584,100,100,100,96.13959742,995.3771517,,
71.0633142,89.12274659,100,100,100,100,1001.029539,,
79.1442188,97.07222617,100,100,100,100,999.9125136,,
83.7631104,100,100,100,100,100,999.6042552,,
92.63021016,100,100,100,100,100,999.4543354,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
17.6802094,17.55158353,18.64432836,18.84436536,18.8083744,10,512.6692375,,
24.34276187,22.78608394,23.42254746,25.91664028,27.25119269,18.34414196,542.9498212,,
32.12238681,31.48972881,31.66415823,33.98036909,25.24204326,24.76841342,643.2190931,,
34.66978157,37.73398221,33.45908499,40.75219262,29.80822086,31.24990284,675.327895,,
41.78386998,45.81249106,40.64159012,46.79417956,36.97173381,33.85221207,784.8578581,,
50.00287509,52.64506233,38.02600235,54.41815054,45.60837495,42.3953203,765.4751442,,
52.83146298,61.04344928,42.25424629,62.42671382,53.21704876,44.50424576,830.1244069,,
59.47057831,69.59011948,44.1150803,70.62309182,62.07165587,52.53200936,863.4022776,,
67.99168169,75.76881218,52.7028119,77.57040155,66.97200882,60.72033107,920.6727339,,
72.92058623,84.26291215,61.32446808,80.24779117,73.08298218,69.17253602,952.2482087,,
80.3926326,90.72865379,70.20283848,88.039235,81.93415821,77.65898311,966.9687534,,
87.66419351,98.6474961,76.58085901,95.82975614,89.75861037,85.44085896,976.7218345,,
94.92812085,100,84.8892954,100,96.39845955,92.13547242,982.2833411,,
100,100,93.68726712,100,100,100,991.4094255,,
100,100,100,100,100,100,999.3735047,,
94.90578502,100,100,100,100,100,999.4258424,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
99.31352401,100,100,100,100,100,999.3797251,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
18.39947164,16.0336163,18.68380618,18.17439032,18.55500865,18.64430261,431.9826144,,
22.69067991,21.94714582,27.19113159,25.53702617,26.06479478,24.20337605,506.444966,,
31.54205334,30.32954037,35.55294073,30.97540021,34.78099668,31.45589542,623.8520097,,
37.15205765,39.05107772,43.32019317,31.65115058,39.16448581,39.37611639,707.9876057,,
45.1245538,47.6151458,42.8956188,40.40996635,47.28743351,47.32257903,742.5099399,,
53.8351177,52.60966361,45.47836936,48.38867664,55.85860622,48.82291234,789.4032349,,
60.89408994,61.25773954,53.44292939,56.12618661,64.34426153,57.16670561,862.8700036,,
66.31706595,69.30855298,61.25809467,62.12347293,73.23104441,64.90109026,911.6187649,,
74.94461441,74.22100163,67.73898113,70.67705679,81.48467577,73.43942308,941.7727597,,
83.48336351,82.77885127,73.64920616,79.60778606,89.16734529,81.71220326,959.6476459,,
91.86244071,91.32803738,82.28653073,88.2147845,97.98558378,89.99107528,973.6354326,,
100,97.77108753,90.46749032,96.46871626,100,98.5843097,985.3839687,,
100,100,96.65687644,100,100,100,994.6032238,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,99.87952858,100,100,999.304303,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
18.77287376,12.95543492,17.78869724,17.57928324,18.0442431,12.25184107,499.0882865,,
27.20055902,21.83846486,26.18669581,23.54625523,21.38295603,19.15595651,535.3248871,,
35.11990345,28.55397165,30.36068404,32.4454385,29.72860003,27.51701784,571.2189963,,
39.85793018,36.93128288,37.9645406,40.90051448,34.84563899,31.96295524,716.9962917,,
44.32782292,44.62087893,46.41958976,46.33099747,35.67694676,38.69649076,830.3422054,,
51.32460117,52.05047345,53.06712401,52.77939272,44.03819692,35.72996116,900.0891999,,
59.789994,58.61854887,61.51426065,58.41341138,50.35128117,43.22395229,933.3614612,,
63.78965151,67.35769224,65.73306215,66.08335006,48.14964569,48.27807844,957.2291239,,
61.36946321,75.91336501,74.42924941,74.92978394,53.71450841,56.74360216,968.9993669,,
69.34454179,82.15401781,81.95876157,81.78623974,59.64411187,65.26514435,976.4493371,,
77.1387912,85.48956144,88.35816896,90.379825,67.33072424,72.69794464,978.6089778,,
83.63180554,90.67137468,94.33056867,97.91263092,76.00319433,80.05726528,981.8602273,,
92.09303343,99.16639626,99.26495993,100,79.63330674,88.15007353,988.2722349,,
100,100,100,100,81.18839467,96.9985019,992.2577542,,
100,100,100,100,89.84665442,100,995.776079,,
100,100,100,100,98.7784394,100,998.7710608,,
100,100,99.19168895,100,100,100,997.1386625,,
100,100,100,98.72108734,100,100,998.6056749,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,97.57114708,100,100,100,100,999.4576918,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
94.69620043,100,100,100,100,100,999.4283238,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,99.58787644,998.4858481,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
97.55072796,100,100,100,100,100,999.3968384,,
100,100,100,100,100,99.66381514,998.6558081,,
100,100,100,100,100,100,999.3735047,,
100,95.80774915,100,100,100,100,999.5392651,,
100,100,100,100,100,100,999.3735047,,
100,91.91737396,100,100,100,100,999.7754054,,
100,95.33907443,100,100,100,100,999.5637128,,
100,100,100,100,100,100,999.3735047,,
100,100,100,96.11456221,94.32667625,100,995.7635163,,
100,99.21936506,100,90.78263807,99.29764104,100,995.400266,,
100,93.81776947,100,86.80559427,100,100,994.3225833,,
100,87.00607276,100,95.23010057,100,100,997.8182529,,
98.96042943,90.07556808,100,95.52949303,100,99.40462685,996.2812855,,
95.26145881,91.14883041,100,91.8139469,96.24649256,100,994.6404768,,
100,99.25031185,100,95.0100736,95.73876756,98.53279626,994.9480869,,
100,100,100,99.51782089,91.10781622,100,995.8626735,,
100,100,97.6477102,100,99.51533556,100,995.3033525,,
100,100,99.09003592,93.19738793,92.99691373,97.55356467,992.5670106,,
100,92.25095546,100,91.46949923,100,95.15461731,991.8278046,,
99.20589823,100,100,97.94089603,92.52658784,98.84330058,995.2259073,,
100,100,96.90219986,100,100,100,994.8007278,,
100,100,96.54733825,100,100,100,994.5123666,,
100,100,98.10173523,100,100,100,995.6584346,,
100,99.01461434,100,100,100,100,999.403608,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,97.52069902,100,100,100,100,999.459792,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
18.60949612,18.97359633,17.87362456,17.20466769,18.56755817,17.91613436,422.6455045,,
27.32982326,26.83176494,26.51310134,26.14987123,26.74308145,24.77855217,491.7766022,,
32.7872678,34.03152204,26.25090146,21.91463637,32.8030982,32.05214083,649.4297678,,
39.7420212,38.26521194,30.28304911,26.26129985,34.96044719,39.56779993,691.0951053,,
46.59368658,46.83590186,38.49086189,34.49763632,34.14865625,48.16611338,744.9908023,,
51.14072287,55.70949042,40.55520475,42.55807889,37.56835043,55.88290489,783.0102659,,
59.06348121,63.57468426,48.07855105,49.97865796,31.39585847,62.24191499,847.3338616,,
57.39652479,71.38605583,54.11394835,52.37140942,24.09917974,71.05761075,907.0433845,,
64.46207058,71.43520033,60.53620172,60.79270136,28.56195819,77.74709046,942.7272064,,
71.51052105,70.46828705,64.74954653,68.34380531,36.23488271,84.21630716,943.8562957,,
80.22857583,79.12238079,65.63663995,77.2366457,43.05364382,93.07280469,953.0415447,,
85.44934547,87.78231961,74.10776305,84.95730066,48.66245508,99.31521916,969.7764701,,
92.80269873,95.36544162,81.85219419,91.05665362,56.58412123,100,980.5665885,,
96.14350057,100,85.60485029,99.44364011,64.68687725,100,984.4552604,,
100,100,92.26539969,100,73.17350781,99.3455351,987.9276986,,
100,98.22088754,98.51585221,100,81.48825705,100,992.8510188,,
100,100,100,100,89.06445038,100,995.6789183,,
100,100,100,100,97.59423232,100,998.1312047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,99.30531806,997.8255008,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
93.13662946,100,100,100,100,100,999.4476916,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
98.29476792,100,100,100,100,100,999.3894099,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,95.48376995,994.5684454,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
100,100,100,100,100,100,999.3735047,,
